description,name,privilege_id,code,app_id,effective_start_date,effective_end_date
View compensation history for workers.,View Compensation History,300000139141536,CMP_VIEW_COMPENSATION_HISTORY_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows the invocation of location web services.,View Trading Community Location,300000139141251,HZ_VIEW_TRADING_COMMUNITY_LOCATION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,Create Marketing Fund Request,300000139141252,MKT_CREATE_MARKETING_FUND_REQUEST_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows application of a hold to an orchestration order line.,Apply Orchestration Order Line Hold,300000139141407,DOO_APPLY_ORCHESTRATION_ORDER_LINE_HOLD_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows creation of tax recovery rates for full or partial recovery of taxes paid on purchases.,Create Tax Recovery Rate,300000139141493,ZX_CREATE_TAX_RECOVERY_RATE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows the creation or update of legal entity intercompany exceptions.,Manage Legal Entity Intercompany Exception,300000139141253,XLE_MANAGE_LEGAL_ENTITY_INTERCOMPANY_EXCEPTION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows update access to pages displaying competitor products the customer has purchased.,Update Customer Competitor Purchase,300000139141344,ZBS_UPDATE_COMPETITIVE_PRESENCE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows submission of the Post Mass Additions report, which displays the assets created and cost adjustments from mass addition lines for the specified book.",Submit Mass Additions Posting Report,300000139141386,FA_SUBMIT_MASS_ADDITIONS_POSTING_REPORT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,Search Trading Community Organization Contact Point,300000139141452,HZ_SEARCH_TRADING_COMMUNITY_ORGANIZATION_CONTACT_POINT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows management of keywords that are used to track awards by subject category, for example, cell biology, electrical engineering, or history.",Manage Grants Keyword,300000139141473,GMS_MANAGE_GRANTS_KEYWORD_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows export of CRM Customizations.,Export CRM Metadata,300000139141560,FOD_EXPORT_CRM_METADATA_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows access to view and manage item manufacturers.,Manage Item Manufacturer,300000139141276,EGP_MANAGE_ITEM_MANUFACTURER_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of the revenue by organization hierarchy.,View Revenue by Organization Hierarchy,300000139141299,ZCM_VIEW_REVENUE_BY_ORGANIZATION_HIERARCHY_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing activities.,View Activity,300000139141387,ZMM_VIEW_ACTIVITY_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows the definition of associations between business entities and legal entities or legal reporting units for tax calculation purposes.,Manage Legal Entity for Associated Business Entity,300000139141410,XLE_MANAGE_LEGAL_ENTITY_ASSOCIATED_BUSINESS_ENTITY_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows management of plans in programs.,Manage Benefit Plan in Program,300000139141433,BEN_MANAGE_BENEFIT_PLAN_IN_PROGRAM_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
View Payroll Flow Based Analytics,View Payroll Flow Based Analytics,300000139141583,PAY_VIEW_PAYOLL_FLOW_STAT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows creation of tax profiles that contain tax information that relate to a legal entity's transaction tax activities.,Create Legal Entity Tax Profile,300000139141540,ZX_CREATE_LEGAL_ENTITY_TAX_PROFILE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Run Kuwaiti Detailed Salary Statement Report.,Run Kuwaiti Report 55,300000139141541,HRX_RUN_KUWAITI_REPORT_55_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows access to modify of trading partners.,Modify Trading Partners,300000181457760,EGP_MODIFY_TRADING_PARTNER_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of communications in self-service.,View Self-Service Communications,300000181457763,HEY_VIEW_SELF_SERVICE_COMMUNICATIONS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows access to creation of trading partners.,Create Trading Partner,300000181457707,EGP_CREATE_TRADING_PARTNER_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows access to deletion of trading partners.,Delete Trading Partners,300000181457681,EGP_DELETE_TRADING_PARTNER_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows management of schedule assignments for workers.,Manage Schedule Assignment Administration,300000139139514,PER_MANAGE_SCHEDULE_ASSIGNMENT_ADMINISTRATION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows the update of person information. If assigning, also assign the ability to view the trading community person.",Update Trading Community Person,300000139139536,HZ_UPDATE_TRADING_COMMUNITY_PERSON_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows emailing, calling, and instant messenging a resource. If assigning, also assign the ability to view trading community resource details.",Contact Trading Community Resource,300000139139557,HZ_CONTACT_TRADING_COMMUNITY_RESOURCE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows managing sales lead qualification information to determine the sales readiness of a lead from the work area. A work area is the landing page for frequent tasks and reports useful for qualifying relevant sales leads.,Manage Lead Qualification Work Area,300000139139515,MKL_MANAGE_LEAD_QUALIFICATION_WORK_AREA_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of consumers.,View Consumer,300000139139538,ZCM_VIEW_CONSUMER_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,Restore Customer Account,300000139139558,HZ_RESTORE_CUSTOMER_ACCOUNT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of the sales party snapshot data.,View Sales Party Snapshot,300000139139498,ZCM_VIEW_SALES_PARTY_SNAPSHOT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing search engine campaigns and monitoring results.,View Search Marketing Campaign,300000139139519,MKT_VIEW_SEARCH_MARKETING_CAMPAIGN_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows update of tax regimes for the taxes in each country and geographic region where a separate tax applies.,Update Tax Regime,300000139139563,ZX_UPDATE_TAX_REGIME_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows the viewing of the customer account site use information.,View Customer Account Site Use,300000139139786,HZ_VIEW_CUSTOMER_ACCOUNT_SITE_USE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows searching of a duplicate resolution request.,Search Trading Community Duplicate Resolution Request,300000139139766,ZCH_SEARCH_TRADING_COMMUNITY_DUPLICATE_RESOLUTION_REQUEST_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of the All Sales Accounts tab in customer picker,View All Sales Accounts,300000139139767,ZCM_VIEW_ALL_SALES_ACCOUNT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows a procurement requester to initiate cancellation of a purchase order.,Cancel Purchase Order as Procurement Requester,300000139139789,PO_CANCEL_PURCHASE_ORDER_AS_PROCUREMENT_REQUESTER_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of tax profiles that contain tax information that relate to a legal entity's transaction tax activities.,View Legal Entity Tax Profile,300000139139750,ZX_VIEW_LEGAL_ENTITY_TAX_PROFILE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows viewing of sales territory proposals, for example proposal name, description, and activation date.",View Sales Territory Proposal,300000139139796,MOT_VIEW_SALES_TERRITORY_PROPOSAL_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows update of tax jurisdictions for geographic regions or tax zones where a specific tax authority levies a tax.,Update Tax Jurisdiction,300000139139820,ZX_UPDATE_TAX_JURISDICTION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows selection of feedback participants.,Select Feedback Participants,300000139139811,HRA_SELECT_FEEDBACK_PARTICIPANTS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Manage billing activities.,Manage Billing Activities,300000139139781,AR_MANAGE_BILLING_ACTIVITIES_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing a sales account assessment,View Sales Account Assessments,300000139139761,ZCM_VIEW_SALES_ACCOUNT_ASSESSMENTS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,Manage Resource Organization Member Descriptive Flexfields,300000139139762,HZ_MANAGE_TRADING_COMMUNITY_RESOURCE_ORGANIZATION_MEMBER_DESCRIPTIVE_FLEXFIELDS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
PermissionSet to UPDATE for ParticipatingAccount_c WorkArea,UPDATE ParticipatingAccount_c (WorkArea),300000139139808,HZ_UPDATE_PARTICIPATINGACCOUNT_C_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows update of intercompany inbound transactions.,Manage Intercompany Transaction (Inbound),300000139139744,FUN_MANAGE_INTERCOMPANY_TRANSACTION_INBOUND_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows external parties such as suppliers to download the contract terms and conditions in the RTF file format.,Download Contract for External Parties,300000139139669,OKC_VIEW_CONTRACT_TERMS_AND_CONDITIONS_EXTERNAL_PARTY_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of the sales party contact hierarchy.,View Sales Party Contact Hierarchy,300000139139735,ZCM_VIEW_SALES_PARTY_CONTACT_HIERARCHY_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows creation and update of legal entity financial information.,Manage Legal Entity Financial Information,300000139139670,XLE_MANAGE_LEGAL_ENTITY_FINANCIAL_INFORMATION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows management of bonus rules to take additional depreciation for assets.,Manage Fixed Asset Bonus Rule,300000139139717,FA_MANAGE_FIXED_ASSET_BONUS_RULE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows management of salary by entering and updating salary for workers.,Enter Salary Details,300000139139718,CMP_ENTER_SALARY_DETAILS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows configuration and management of benefit programs.,Manage Benefit Programs Details,300000139139700,BEN_MANAGE_PROGRAM_DETAILS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows users to research suppliers.,Research Suppliers,300000139136875,PON_ANALYZE_NEGOTIATION_SUPPLIER_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
PermissionSet to READ for Coaching_c WorkArea,READ Coaching_c (WorkArea),300000139136877,HZ_READ_COACHING_C_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows submission of the Cost Clearing Reconciliation report, which displays all asset additions and cost adjustments performed during the specified period for which accounting entries are created for cost clearing accounts.",Submit Fixed Asset Cost Clearing Reconciliation Report,300000139136840,FA_SUBMIT_FIXED_ASSET_COST_CLEARING_RECONCILIATION_REPORT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows management of price index to be used to revalue the carrying cost of the assets at periodic intervals.,Manage Fixed Asset Price Index,300000139137109,FA_MANAGE_FIXED_ASSET_PRICE_INDEXES_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allow exporting assets in Asset List View in Fuse,Export Assets,300000139137131,ZCM_EXPORT_ASSETS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows searching and managing of project expenditure items.,Manage Project Expenditure Item,300000139137176,PJC_MANAGE_PROJECT_EXPENDITURE_ITEM_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows creation of tax profiles that contain tax information that relate to a third party site's transaction tax activities.,Create Third Party Site Tax Profile,300000139137133,ZX_CREATE_THIRD_PARTY_SITE_TAX_PROFILE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows submission of the Third Party Bank Account Decryption process.,Submit Third Party Bank Account Decryption Process,300000139137180,IBY_SUBMIT_THIRD_PARTY_BANK_ACCOUNT_DECRYPTION_PROCESS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows access to manage trading partner items.,Manage Trading Partner Item,300000139137114,EGP_MANAGE_TRADING_PARTNER_ITEM_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows maintenance of incentive compensation logged change events.,Manage Incentive Compensation Logged Change Event,300000139137116,CN_MANAGE_INCENTIVE_COMPENSATION_LOGGED_CHANGE_EVENT_DETAIL_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Manage Languages used by applications,Manage Application Reference Language,300000139137137,FND_APP_MANAGE_REFERENCE_LANGUAGE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows access to page composer source view,Access Page Composer Source View,300000139137159,ZCA_ACCESS_PAGE_COMPOSER_SOURCE_VIEW_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows review of the subledger supporting reference.,Review Subledger Supporting Reference,300000139137119,XLA_REVIEW_SUBLEDGER_SUPPORTING_REFERENCE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of information at the country level to appear as defaults on the applicable tax and legal entity setups.,View Country Defaults and Controls for Transaction Tax,300000139137139,ZX_VIEW_COUNTRY_DEFAULTS_AND_CONTROLS_FOR_TRANSACTION_TAX_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of the sales representative dashboard embedded in pagination dot one. The dashboard contains analytical reports about sales objects.,View Sales Homepage pagination dot one,300000139137161,ZBS_VIEW_HOMEPAGE_PAGINATION_DOT_ONE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,View Trading Community Organization Additional Name,300000139137178,HZ_VIEW_TRADING_COMMUNITY_ORGANIZATION_ADDITIONAL_NAME_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows management of standard awards used for creating other awards.,Manage Award Template,300000139137120,GMS_MANAGE_AWARD_TEMPLATE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows configuration of the interface for transaction and batch processing.,Configure Interface,300000139137140,HRC_CONFIGURE_HR_INTERFACE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,Update Trading Community Organization Contact,300000139137143,HZ_UPDATE_TRADING_COMMUNITY_ORGANIZATION_CONTACT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Manage Scheduled Processes workarea.,Manage Scheduled Processes Work Area,300000139137102,FND_APP_MANAGE_SCHEDULED_PROCESSES_WORKAREA_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows users to view the supplier qualification work area.,View Supplier Qualification Workarea,300000139137144,POQ_VIEW_SUPPLIER_QUALIFICATION_WORKAREA_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows management of cash generating units that is used to group assets for impairment loss calculation.,Manage Fixed Asset Cash Generating Unit,300000139137146,FA_MANAGE_FIXED_ASSET_CASH_GENERATING_UNIT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,View Marketing Fund Request,300000139137106,MKT_VIEW_MARKETING_FUND_REQUEST_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows compensation professional to configure and manage benefit balances.,Manage Benefit Balance,300000139137033,BEN_MANAGE_BENEFIT_BALANCE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing the status of territory export processes.,View Sales Territory Export Status,300000139137099,MOT_VIEW_SALES_TERRITORY_EXPORT_STATUS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows users to manage negotiation requirements while the negotiation is in progress.,Manage Supplier Negotiation Requirements,300000139137079,PON_MANAGE_SUPPLIER_NEGOTIATION_REQUIREMENTS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows management of corporate card transaction submission age limits for the deploying company.,Manage Corporate Card Transaction Submission Policy,300000139137038,EXM_MANAGE_CORPORATE_CARD_TRANSACTION_SUBMISSION_POLICY_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
PermissionSet to READ for Quote_c WorkArea,READ Quote_c (WorkArea),300000139137016,MOO_READ_QUOTE_C_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows exporting worksheet data and importing allocations, promotions, and performance ratings.",Export Compensation Allocation Details to Spreadsheet by Line Manager,300000139137081,CMP_EXPORT_COMPENSATION_ALLOCATION_DETAILS_TO_SPREADSHEET_BY_LINE_MANAGER_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows update of tax classifications used by a tax authority to categorize a transaction for a tax and is applicable in the tax determination and tax reporting processes.,Update Transaction Fiscal Classification,300000139137018,ZX_UPDATE_TRANSACTION_FISCAL_CLASSIFICATION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,Remove Trading Community Organization Classification Code Assignment,300000139137062,HZ_REMOVE_TRADING_COMMUNITY_ORGANIZATION_CLASSIFICATION_CODE_ASSIGNMENT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows creation of tax profiles that contain tax information that relate to a legal reporting unit's transaction tax activities.,Create Reporting Unit Tax Profile,300000139137019,ZX_CREATE_REPORTING_UNIT_TAX_PROFILE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,Restore Trading Community Person,300000139137044,HZ_RESTORE_TRADING_COMMUNITY_PERSON_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows updating requests to allocate marketing budget funds for anticipated marketing expenses.,Update Marketing Fund Request,300000139137068,MKT_UPDATE_MARKETING_FUND_REQUEST_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows management of asset key flexfield segment value combinations and review of the existing combinations.,Manage Fixed Asset Key,300000139136815,FA_MANAGE_FIXED_ASSET_KEY_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows creation of tax statuses that you need for each tax that you create for a combination of tax regime, tax, and configuration owner.",Create Tax Status,300000139136817,ZX_CREATE_TAX_STATUS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of Sales insights generated by Sales Intelligence features,View Sales Insights,300000263348075,ZCA_VIEW_SALES_INSIGHTS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows signed in users to manage electronic consent.,Manage Electronic Consent,300000263348099,HEY_MANAGE_ELECTRONIC_CONSENT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Set up and maintain payment preferences.,Manage Payment Preferences,300000244152485,HES_MANAGE_PAYMENT_PREFERENCES_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing and editing sales forecast quotas from Digital Sales.,Manage Sales Forecast Quotas from Digital Sales,300000263348105,ZSF_MANAGE_DIGITAL_SALES_FORECAST_QUOTAS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows users to call the GET method associated with the benefit balances list of values REST service.,Use REST Service - Benefit Balances List of Values,300000260376964,BEN_REST_SERVICE_ACCESS_BENEFIT_BALANCES_LOV_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows user to perform corrections to the intercompany transactions that are in error,Correct Intercompany Import Errors,300000260377003,FUN_CORRECT_INTERCOMPANY_IMPORT_ERRORS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
View payment preferences.,View Payment Preferences,300000244152527,HES_VIEW_PAYMENT_PREFERENCES_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of tests selected by a person for individual processes.,View Person Test,300000265392321,HEY_VIEW_PERSON_TEST_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows signed in users to view electronic consent.,View Electronic Consent,300000263348138,HEY_VIEW_ELECTRONIC_CONSENT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows creating sales party tasks.,Create Sales Party Task,300000139139680,ZCM_CREATE_SALES_PARTY_TASK_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows converting sales leads to opportunities.,Convert Sales Lead,300000139139660,MKL_CONVERT_SALES_LEAD_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows the specification of resource organization members. If assigning, also assign the ability to view the trading community resource organization memberships.",Manage Trading Community Resource Organization Memberships,300000139139681,HZ_MANAGE_TRADING_COMMUNITY_RESOURCE_ORGANIZATION_MEMBERSHIPS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows viewing of similar opportunity information. This feature displays opportunities with similar data, such as expected revenue or win probability, and allows salespeople to copy the similar information over to the current opportunity.",View Opportunity Similar Opportunities,300000139139703,MOO_VIEW_OPPORTUNITY_SIMILAR_OPPORTUNITIES_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,Enable Full Access,300000139139683,OKC_ENABLE_FULL_ACCESS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of details of orchestration order fulfillment line shipping and tracking.,View Fulfillment Line Shipping and Tracking Details,300000139139685,DOO_VIEW_ORCHESTRATION_ORDER_FULFILLMENT_LINE_SHIPPING_AND_TRACKING_DETAILS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows the worker to create a new time card.,Create Time Card,300000139139727,HXT_CREATE_TIME_CARD_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows creation of worksheets that contain the payable commission, draw and recovery, and payment adjustments for eligible participants in a payment batch.",Create Incentive Compensation Payment Batch,300000139139729,CN_CREATE_INCENTIVE_COMPENSATION_PAYMENT_BATCH_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows review of bank accounts.,View Bank Account,300000139139666,CE_VIEW_BANK_ACCOUNT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allow viewing incidents panel in overview and incidents tab,View Incident,300000139139730,ZCM_VIEW_INCIDENT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows management of supplier contact user account notifications using web service.,Maintain Supplier Contact User Account by Web Service,300000139139667,POZ_MANAGE_SUPPLIER_CONTACT_USER_ACCOUNT_WEB_SERVICE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows the update of person relationship information. If assigning, also assign the ability to view the trading community person relationship.",Update Trading Community Person Relationship,300000139139651,HZ_UPDATE_TRADING_COMMUNITY_PERSON_RELATIONSHIP_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of Oracle Fusion Payables payments.,View Payables Payment,300000139139965,AP_VIEW_PAYABLES_PAYMENT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows participant managers to approve and monitor their direct reports compensation plan documents which are then used to calculating commission and bonus payments.,Approve and Monitor Compensation Plan Documents,300000139139988,CN_APPROVE_AND_MONITOR_INCENTIVE_COMPENSATION_PLAN_DOCUMENTS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
PermissionSet to DELETE for Coaching_c WorkArea,DELETE Coaching_c (WorkArea),300000139139946,HZ_DELETE_COACHING_C_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows submission of the Cost Detail report, which displays asset level asset cost account balances for the specified periods.",Submit Fixed Asset Cost Detail Report,300000139139990,FA_SUBMIT_FIXED_ASSET_COST_DETAIL_REPORT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows access to Sales Coach features. Sales Coach is both a teaching tool and a method to push best practice information to salespeople.,View Opportunity Sales Coach,300000139139968,MOO_VIEW_OPPORTUNITY_SALES_COACH_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
PermissionSet to READ for SWOTAnalysis_c WorkArea,READ SWOTAnalysis_c (WorkArea),300000139139993,HZ_READ_SWOTANALYSIS_C_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows access to import and export tax third party configuration data.,Manage Tax Third Party Import and Export Services,300000139139971,ZX_TAX_THIRD_PARTY_IMPORT_EXPORT_SERV_PRIV_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows configuration of Project Execution pages,Customize Project Execution UI,300000139139931,PJT_CUSTOMIZE_PROJECT_EXECUTION_UI_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows users to launch a supplier qualification initiative.,Launch Supplier Qualification Initiative,300000139139951,POQ_LAUNCH_SUPPLIER_QUALIFICATION_INITIATIVE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows submission of the Credit Card Masking process.,Submit Credit Card Masking Process,300000139139952,IBY_SUBMIT_CREDIT_CARD_MASKING_PROCESS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
