description,name,privilege_id,code,app_id,effective_start_date,effective_end_date
"Allows viewing communication details such as email status, call scripts",View communication details,300000211154312,ORA_ZCA_INSIDE_SALES_COMMUNICATION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows users to call the GET method associated with the Absence Business Titles List of Values REST Service.,Use REST Service - Absence Business Titles List of Values,300000216847609,ANC_REST_SERVICE_ACCESS_ABSENCE_BUSINESS_TITLES_LOV_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows access to view Audit History for a single item and attributes for which the user has at the minimum view privilege.,View Selected Item Audit History,300000222565022,EGP_VIEW_SELECTED_ITEM_AUDIT_HISTORY_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing sales KPI.,View Sales KPI,300000222564948,ZCA_VIEW_SALES_KPI_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows users to call the GET method associated with the Absence Types List of Values REST Service.,Use REST Service - Absence Types List of Values,300000216847592,ANC_REST_SERVICE_ACCESS_ABSENCE_TYPES_LOV_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows user to view intelligence derived from text analysis,View Text Analysis Intelligence,300000222565003,ZCA_VIEW_INTERACTION_EVENT_TEXT_ANALYSIS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows query access to item batch through the REST API.,Get Item Batch Rest,300000216847548,EGI_GET_ITEM_BATCH_REST_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows configuration of comparison values in benefit plan comparison templates.,Configure Benefit Plan Comparison Values,300000222565029,BEN_CONFIGURE_BENEFIT_PLAN_COMPARISON_VALUES_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows full access to item batch through the REST API.,Manage Item Batch Rest,300000216847551,EGI_MANAGE_ITEM_BATCH_REST_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows creation, modification and deletion of the user preferences for the data visualization configuration. For example, a user might prefer to view a data visualization configured initially as a horizontal Bar chart, to be displayed as a vertical Bar chart instead.",Manage Data Visualization Preference,300000227943164,ZCA_MANAGE_DATA_VISUALIZATION_PREFERENCE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,Export Trading Community Organization Additional Name,300000139143294,HZ_EXPORT_TRADING_COMMUNITY_ORGANIZATION_ADDITIONAL_NAME_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows benefit professionals to manage benefit self service configuration.,Manage Benefits Self Service Configuration,300000139143043,BEN_MANAGE_BENEFITS_SELF_SERVICE_CONFIGURATION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows update of a carrier.,Update Carrier,300000139143067,WSH_UPDATE_CARRIER_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows a Sales Lightbox user to add a document to the cart.,Add Document to Cart,300000139143095,ZSO_ADD_DOCUMENT_TO_CART_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows creation of tax jurisdictions for geographic regions or tax zones where a specific tax authority levies a tax.,Create Tax Jurisdiction,300000139143225,ZX_CREATE_TAX_JURISDICTION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
This privilege should no longer be used.,View Salary Analytics OBSOLETE,300000139143272,CMP_VIEW_SALARY_ANALYTICS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Run Kuwaiti New Hires and Terminations Report.,Run Kuwaiti Report 103,300000139143295,HRX_RUN_KUWAITI_REPORT_103_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows submission of the Sensitive Data Decryption process.,Submit Payments Sensitive Data Decryption,300000139143296,IBY_SUBMIT_SENSITIVE_DATA_DECRYPTION_PROCESS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows identifying sales leads. A sales lead is a prospect or existing customer who has interest or the potential for interest in a product or service being sold.,Identify Sales Lead,300000139143023,MKL_IDENTIFY_SALES_LEAD_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows users to award business to suppliers.,Award Supplier Negotiation,300000139143182,PON_AWARD_SUPPLIER_NEGOTIATION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows users to search supplier negotiations.,Search Supplier Negotiation,300000139143274,PON_SEARCH_SUPPLIER_NEGOTIATION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Create Enterprise Additional Account Attributes for China,Create Enterprise Additional Account Attributes for China,300000139143024,JA_CN_CREATE_ADDITIONAL_ACC_ATTRIBUTES_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows initiating the process of refreshing dimension members in the stage environment.,Run Territory Stage Synchronization Job,300000139143097,MOT_RUN_TERRITORY_STAGE_SYNCHRONIZATION_JOB_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,Update Trading Community Organization Web Page,300000139143116,HZ_UPDATE_TRADING_COMMUNITY_ORGANIZATION_WEB_PAGE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Manage Legal Reporting Unit Deduction Records,Manage Legal Reporting Unit Deduction Records,300000139143117,XLE_MANAGE_LRU_DEDUCTION_RECORDS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of opportunity revenue information.,View Opportunity Revenue,300000139143161,MOO_VIEW_OPPORTUNITY_REVENUE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows users to prevent a supplier from accessing a negotiation to which the supplier was previously invited.,Lock Negotiation Supplier Out,300000139143184,PON_LOCK_NEGOTIATION_SUPPLIER_OUT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows users to review negotiation responses submitted by suppliers.,View Supplier Negotiation Response,300000139143206,PON_VIEW_SUPPLIER_NEGOTIATION_RESPONSE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of Supply Allocation report.,View Supply Allocation Report,300000139143229,MSP_VIEW_SUPPLY_ALLOCATION_REPORT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows creating a sales party appointment.,Create Sales Party Appointment,300000139143252,ZCM_CREATE_SALES_PARTY_APPOINTMENT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of reports and analytics accordion.,View Reports and Analytics Accordion,300000139143275,ZBS_VIEW_REPORTS_AND_ANALYTICS_ACCORDION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of resource team members.,View Trading Community Resource Team Members,300000139143026,HZ_VIEW_TRADING_COMMUNITY_RESOURCE_TEAM_MEMBERS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows updates to supplier business relationship in supplier registration approval flows.,Maintain Supplier Business Relationship,300000139143099,POZ_CHANGE_SUPPLIER_BUSINESS_RELATIONSHIP_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows navigating to the customers work area.,Manage Customers Work Area,300000139143230,ZCM_MANAGE_CUSTOMERS_WORK_AREA_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
View student enrollment.,View Student Enrollment,300000139143231,HER_VIEW_STUDENT_ENROLLMENT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows scheduling and monitoring of the process of activating sales territory proposals.,Run Territory Proposal Activation Job,300000139143276,MOT_RUN_TERRITORY_PROPOSAL_ACTIVATION_JOB_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows management of a contract templates.,Manage Contract Template,300000139143027,OKC_MANAGE_CONTRACT_TEMPLATE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows updating of sales party notes data.,Update Sales Party Note,300000139143208,ZCM_UPDATE_SALES_PARTY_NOTE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows the worker to view, create, edit, or delete time cards from the Manage Time Cards page.",Manage Time Cards by Worker,300000139143232,HXT_MANAGE_TIME_CARDS_BY_WORKER_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows management of the high-level entity that receives grants or awards to conduct research or studies.,Manage Grants Institution,300000139143301,GMS_MANAGE_GRANTS_INSTITUTION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows viewing of resource role assignments. If assigning, also assign the ability to view trading community resource details.",View Trading Community Resource Role Assignments,300000139143074,HZ_VIEW_TRADING_COMMUNITY_RESOURCE_ROLE_ASSIGNMENTS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows users to create surrogate supplier negotiation responses on behalf of suppliers.,Create Supplier Negotiation Response as Surrogate,300000139143280,PON_CREATE_SURROGATE_SUPPLIER_NEGOTIATION_RESPONSE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows creating of group spaces for an opportunity. Group spaces are editable Web pages used for collaboration and information sharing.,Manage Opportunity Group Space,300000139143053,MOO_MANAGE_OPPORTUNITY_GROUP_SPACE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows importing of invoices into Oracle Fusion Payables invoice interface.,Import Payables Invoice,300000139143143,AP_IMPORT_PAYABLES_INVOICE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows submission of Import Intercompany Transactions process.,Import Intercompany Transaction,300000139143281,FUN_IMPORT_INTERCOMPANY_TRANSACTION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows users to monitor negotiations.,Monitor Supplier Negotiation,300000139143145,PON_MONITOR_SUPPLIER_NEGOTIATION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of sales party appointments.,View Sales Party Appointment,300000139143167,ZCM_VIEW_SALES_PARTY_APPOINTMENT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
PermissionSet to CREATE for CustomerCenterTools_c WorkArea,CREATE CustomerCenterTools_c (WorkArea),300000191774068,ZCX_CREATE_CUSTOMERCENTERTOOLS_C_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
PermissionSet to READ for CustomerCenterTools_c WorkArea,READ CustomerCenterTools_c (WorkArea),300000191774185,ZCX_READ_CUSTOMERCENTERTOOLS_C_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of relevant contextual information for a given user.,View User Context,300000191774231,ZCA_VIEW_USER_CONTEXT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
PermissionSet to DELETE for CustomerCenterTools_c WorkArea,DELETE CustomerCenterTools_c (WorkArea),300000191774210,ZCX_DELETE_CUSTOMERCENTERTOOLS_C_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows invocation of incentive compensation estimated compensation simulation.,Submit Incentive Compensation Calculation Simulation,300000191774257,CN_SUBMIT_INCENTIVE_COMPENSATION_CALCULATION_SIMULATION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
PermissionSet to UPDATE for CustomerCenterTools_c WorkArea,UPDATE CustomerCenterTools_c (WorkArea),300000191774217,ZCX_UPDATE_CUSTOMERCENTERTOOLS_C_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows update to Organization Hierarchy (Account Hierarchy),Manage Sales Organization Hierarchy,300000143860825,ZCM_MANAGE_SALES_ORGANIZATION_HIERARCHY_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows submission of encumbrance year end carry forward in preview mode only.,Run Encumbrance Year End Carry Forward Program in Preview Mode,300000139142664,GL_RUN_ENCUMBRANCE_YEAR_END_CARRYFORWARD_PROGRAM_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows management of electronic signature on a contract.,Manage Electronic Signature,300000139142577,OKC_MANAGE_ELECTRONIC_SIGNATURE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of the enterprise project structure hierarchy.,View Project EPS To Be Deprecated,300000139142312,PJT_VIEW_PROJECT_EPS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows management of a talent profile for a job, position, or other workforce structure.",Manage Model Talent Profile,300000139142334,HRT_MANAGE_MODEL_TALENT_PROFILE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows access of journals work area.,Manage Journal Activities,300000139142379,GL_MANAGE_JOURNALS_ACTIVITIES_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows approval of worksheets that contain the payable commission, draw and recovery, and payment adjustments for participants for a period.",Approve Incentive Compensation Paysheet,300000139142468,CN_APPROVE_INCENTIVE_COMPENSATION_PAYSHEET_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Manage application database resources for data security,Manage Application Database Resource,300000139142557,FND_APP_MANAGE_DATABASE_RESOURCE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows the application of a hold on a contract or contract line.,Hold Contract,300000139142579,OKC_HOLD_CONTRACT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows management of asset books, each of which can have its own set of accounting rules and accounts to organize and implement fixed assets reporting and tax accounting policies.",Manage Fixed Asset Book,300000139142602,FA_MANAGE_FIXED_ASSET_BOOK_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows configuration and management of regulations.,Manage Benefit Regulatory Body,300000139142625,BEN_MANAGE_BENEFIT_REGULATORY_BODY_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows import of cycle count sequences from an external system.,Import Cycle Count Sequences,300000139142357,INV_IMPORT_CYCLE_COUNT_SEQUENCES_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing a sales group,View Sales Group,300000139142358,ZCM_VIEW_SALES_GROUP_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows deleting marketing segments and segment trees used to identify and group specific members of the customer base.,Delete Marketing Segment,300000139142494,MKT_DELETE_MARKETING_SEGMENT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows submission of the CIP Summary report, which displays CIP cost account summary balances for the specified periods.",Submit Fixed Asset CIP Summary Report,300000139142647,FA_SUBMIT_FIXED_ASSET_CIP_SUMMARY_REPORT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows management of eligibility factors.,Manage Eligibility Factors,300000139142495,BEN_MANAGE_ELIGIBLITY_FACTORS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Set up transfer rules to designate what kind of Receivables transactions could be transferred to the Golden Tax Adaptor.,Set Up Golden Tax Transfer Rules for China,300000139142581,JA_SET_UP_GOLDEN_TAX_TRANSFER_RULES_FOR_CHINA_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows review and closure of incentive compensation disputes.,Review Incentive Compensation Dispute,300000139142604,CN_REVIEW_INCENTIVE_COMPENSATION_DISPUTE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows submission of turnover reporting selection process.,Run Turnover Reporting Selection Process,300000139142628,JE_RUN_TURNOVER_REPORTING_SELECTION_PROCESS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows management of dependent certification for program.,Manage Dependent Certification for Program,300000139142361,BEN_MANAGE_DEPENDENT_CERTIFICATION_FOR_PROGRAM_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows for import of eligibility profile from current system.,Import Eligibility Profile,300000139142428,BEN_IMPORT_ELIGIBILITY_PROFILE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,Manage Trading Community Organization Source System Mapping,300000139142472,HZ_MANAGE_TRADING_COMMUNITY_ORGANIZATION_SOURCE_SYSTEM_MAPPING_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows the update of the organization relationship information. If assigning, also assign the ability to view the trading community organization relationship.",Update Trading Community Organization Relationship,300000139142649,HZ_UPDATE_ORGANIZATION_RELATIONSHIP_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,Create Carrier,300000139142561,WSH_CREATE_CARRIER_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows exporting, searching, and viewing of person details such as addresses, classifications, identifiers, and names.",View Trading Community Person,300000139142605,HZ_VIEW_TRADING_COMMUNITY_PERSON_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Create a Receivables transaction manually: invoice, credit memo, or debit memo.",Create Receivables Transaction,300000139142630,AR_CREATE_RECEIVABLES_TRANSACTION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows approving and submitting compensation proposals made during a periodic compensation cycle.,Approve and Submit Compensation Allocation by Line Manager,300000139142317,CMP_APPROVE_AND_SUBMIT_COMPENSATION_ALLOCATION_BY_LINE_MANAGER_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows preparation of expense reports for payment request generation and subsequent payment.,Prepare Expense Report for Export,300000139142385,EXM_PREPARE_EXPENSE_REPORT_FOR_EXPORT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows performing quick setup to speed up application implementation,Perform Quick Setup,300000139142429,ASM_PERFORM_QUICK_SETUP_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
